,Customer Name,Ratio Match,Ratio Score,Partial Ratio Match,Partial Score,Token Sort Match,Token Sort Score,Token Set Match,Token Set Score
2963,ABAAN NASIR,,,,,,,,
2964,HM HEALTH INSURANCE COMPANY,MELLAT INSURANCE COMPANY ,86,MELLAT INSURANCE COMPANY ,88,,,,
2965,HURMAT YUSUF,,,,,,,,
2966,STILLMAN PATERSON,,,,,,,,
2967,LAHI'AH SHAHEEN,,,,,,,,
2968,ADOLPHO SMITH,,,,,,,,
2969,ABDUL-WADOOD MAHMOUD,,,,,,,,
2970,ADRIANA JONES,,,MARIANA ,86,,,,
2971,CLERISSA THOMAS,,,,,,,,
2972,NEALL DAVIES,,,,,,,,
2973,HARTFORD STEAM BOILER INSPECT CT,,,,,,,,
2974,ZAROON AZER,,,,,,,,
2975,HERCULES JAMES,,,,,,,,
2976,BILLY BUTLER,,,,,,,,
2977,MAJD AL DIN SATTER,,,,,,,,
2978,DOMINICK GREEN,,,,,,,,
2979,TAYMUR FARHA,,,,,,,,
2980,SYLAS ROBERTS,,,,,,,,
2981,MGIC INDEMNITY CORPORATION,,,,,,,,
2982,NASEEM SHABAZZ,,,,,,,,
2983,IMAAD MINHAS,,,,,,,,
2984,ABDUL BARI OMER,,,,,,,,
2985,LABIB SHAKOOR,,,,,,,,
2986,SHAYAN SHEHATA,,,SHAYAN 1 ,88,,,SHAYAN 1 ,86
2987,IVER DAVIES,,,,,,,,
2988,KEV THOMAS,,,,,,,,
2989,MERASTAR INSURANCE CO,,,,,,,,
2990,DAYYAN TAHIR,,,,,,,,
2991,BASHARAT SALAMA,,,,,,,,
2992,EXTENSIVE ENTERPRISE,,,,,,,,
2993,DALEELA SARAH,,,,,,,,
2994,MUSLIM ABU AL-WALID AL-SHISHANI,,,,,,,"MARGOSHVILI, MURAD; AL-SHISHANI, MUSLIM ABU AL-WALID; MARGOSHVILI, MURAD MUSLIM AKHMETOVICH; MADAEV, MURAD; MADAYEV, MURAD AKHMADOVICH; MARGOSHVILI, LOVA; MADAEV, LOVA; MARGOSHVILI, MUSLIM AKMADOVICH; MARGOSHVILI, MUSLIM AKHMETOVICH GEORGIK;  MUSLIM GEORGIA; DZHORZHIK; DZHORDZHIK; KUS; ARTUR.",100
2995,SURA AMEEN,,,,,,,,
2996,RIAZ AZZAM,,,,,,,,
2997,INFINITY ASSURANCE INSURANCE CO,,,,,,,,
2998,JIMMIE DAVIES,,,,,,,,
2999,ALZUBRA EMAMI,,,,,,,,
3000,MELANIA DAVIES,,,,,,,,
3001,AHDIA SHAMS,,,,,,,,
3002,ABDUL MAJID SALA,,,,,,,,
3003,NUNAH OBEID,,,,,,,,
3004,ASHA'ATH PARSA,,,,,,,,
3005,SALSAAL ALLEE,,,,,,,,
3006,IYAAD AMIRI,,,,,,,,
3007,ALLSTATE FLORIDIAN INS CO,,,,,,,,
3008,MEDICAL GROUP INSURANCE SRVS INC,,,,,,,,
3009,WAHB SALEHI,,,,,,,,
3010,WASEEFAH HAFEEZ,,,,,,,,
3011,SHABIB. HARIRI,,,,,,,,
3012,ABDUL HAFIZ MAHDI,,,,,,,"MAJID, HAFIZ ABDUL  MAJID, HAFIZ",88
3013,HAMDI SHAHEEN,,,HAMD ,100,,,,
3014,HUMAIR JAFFER,,,,,,,,
3015,AALIM CAN,,,,,,,,
3016,UDELL JONES,,,,,,,,
3017,HAL KELLY,,,,,,,,
3018,SAL PATERSON,,,,,,,,
3019,ULRICK SMITH,,,,,,,,
3020,RENTA CAMPEROS URABA LTDA. ,RENTA CAMPEROS URABA LTDA. ,100,RENTA CAMPEROS URABA LTDA. ,100,RENTA CAMPEROS URABA LTDA. ,100,RENTA CAMPEROS URABA LTDA. ,100
3021,AALIM SABET,,,,,,,,
3022,HASSAN SALEM,,,,,,,"AL-KUWARI, SALIM HASAN KHALIFAH RASHID; AL KUWARI, SALIM HASSAN KHALIFA RASHID; AL KAWARI, SALIM HASAN KHALIFA; AL-KOWARI, SALIM; AL-KUWARI, SALEM; ",100
3023,HOBART TAYLOR,,,,,,,,
3024,ABBAS MATIN,,,ABBA ,100,,,,
3025,NEALSON EVANS,,,,,,,,
3026,BURTON DAVIS,,,,,,,,
3027,BAILIE JOHNSON,,,,,,,,
3028,SAKHR MAJID,,,,,,,,
3029,JAMILAH KARIM,,,,,,,,
3030,UROOJ ABDOO,,,,,,,,
3031,BAB THOMAS,,,,,,,,
3032,ENOS SMITH,,,,,,,,
3033,KALIQ NAQVI,,,,,,,,
3034,CURR RODRIGUEZ,,,,,,,,
3035,AFEEF NAWAZ,,,,,,,,
3036,FEIYAZ ALAM,,,YAZ ,100,,,,
3037,LEONORE JOHNSON,,,,,,,,
3038,ABDUL HAQ BEYDOUN,,,,,,,,
3039,HASSAN ZAMANI,,,,,,,,
3040,NOMAN QADIR,,,,,,,,
3041,"INMOBILIARIA NOVSA, S.A. DE C.V.",INMOBILIARIA ESPARTA S.A. DE C.V. ,86,"RED MUNDIAL INMOBILIARIA, S.A. DE C.V. ",89,"MONTALVA INMOBILIARIA, S.A. DE C.V. ",89,INMOBILIARIA U.M.V. S.A. ,90
3042,ASIF OMAR,,,MARA ,86,,,,
3043,SALMAA AKHTAR,,,,,,,,
3044,TAHSEENAH LAHAM,,,,,,,,
3045,HUMA FAHMY,,,,,,,,
3046,RAJAA HAIDER,,,,,,,,
3047,RAFAY FAWAZ,,,,,,,,
3048,IAN DAVIES,,,,,,,,
3049,FUSAYLAH ABBASI,,,ABBA ,100,,,,
3050,SAGHEER KAMEL,,,,,,,,
3051,BARNARD SMITH,,,,,,,,
3052,GWENETTE SMITH,,,,,,,,
3053,YAZID SALEEM,,,YAZ ,100,,,,
3054,KHALLAD HANIF,,,,,,,,
3055,ROMA SMITH,,,,,,,,
3056,MAXUM INDEMNITY COMPANY,,,,,,,,
3057,GHAZIYAH MASSOUD,,,,,,,,
3058,MUNIF UDDIN,,,,,,,,
3059,THE CRAB SHACK ,,,,,,,,
3060,GERHARD    WISSER,,,,,"WISSER, GERHARD ",100,"WISSER, GERHARD ",100
3061,UNICARE LIFE & HEALTH INS CO,,,,,,,,
3062,FARAZ AYUB,,,,,,,,
3063,VERGIL WILSON,,,,,,,,
3064,RUPERT WILSON,,,,,,,,
3065,PAUL BROWN,,,,,,,,
3066,AUBE FRENCH,,,,,,,,
3067,ANIS TAHERI,,,,,,,,
3068,ADEL HAMMOUD,,,,,,,,
3069,FAIRMONT SPECIALTY INS CO,,,,,,,,
3070,AIU INSURANCE COMPANY,AFRICADA INSURANCE COMPANY ,85,IRAN INSURANCE COMPANY; BIMEH IRAN; ,90,AFRICADA INSURANCE COMPANY ,85,IRAN INSURANCE COMPANY; BIMEH IRAN; ,89
3071,WADI RAHMAN,,,,,,,,
3072,IQBAL AYUB,,,,,,,,
3073,AMBROSIO HILL,,,,,,,,
3074,MAKHDOOM AMEN,,,,,,,,
3075,JIBRAN ABDELLA,,,,,,,,
3076,ABDUL HAKAM AMMAR,,,,,,,,
3077,TAHAWWUR RASUL,,,,,,,,
3078,IZZ AN-NISA BARAKAT,,,,,,,,
3079,SULTANAH SABER,,,,,,,,
3080,LION SMITH,,,,,,,,
3081,FATHIMA HADI,,,,,,,,
3082,AETNA  HEALTH INC.,,,,,,,,
3083,JULIAN SMITH,,,,,,,,
3084,BAHIYA SHAKER,,,,,,,,
3085,YAWAR MASOOD,,,,,,,,
3086,MUSTAFA AHMADI,,,,,,,,
3087,ROZELE TAYLOR,,,,,,,,
3088,DAUD HARRON,,,,,,,,
3089,ZIYAN AYOOB,,,,,,,,
3090,BANDAR RAD,,,,,,,,
3091,AYDIN JAFRI,,,,,,,,
3092,BASIM HAMEED,,,,,,,,
3093,ROBERT LEWIS,,,,,,,,
3094,TAYYIBAH MOHAMMED,,,,,,,,
3095,MARTINA JONES,,,ARTIN ,100,,,,
3096,SHAWQI MUSA,,,"NUR-AL-DIN, JAWAD; NOURREDINE, JAWAD; NUR AL-DIN, SHAWQI MUHAMMAD SHAFIQ; NUR AL-DIN, SHAWQI JAWAD MOHAMAD SHAFIQ; ",91,,,,
3097,SANAUBAR BILAL,,,,,,,,
3098,RAWAHAH EBRAHIMI,,,,,,,,
3099,NAUREEN HALIM,,,,,,,,
3100,SELINE SMITH,,,,,,,,
3101,FARRIS ROBINSON,,,,,,,,
3102,KARYN JONES,,,,,,,,
3103,ANNIYAH RASUL,,,,,,,,
3104,MUHRIZ BACHO,,,,,,,,
3105,AJER ABDI,,,,,,,,
3106,SAYFIYY ABDALLAH,,,,,,,,
3107,KRISSIE PATERSON,,,,,,,,
3108,RAYMOND WILLIAMS,,,,,,,,
3109,MAAZ SALEEM,,,,,,,,
3110,SALIM TAYLOR,,,,,,,,
3111,BASSAM FAROOQ,,,,,,,,
3112,PAVLOV MORRIS,,,,,,,,
3113,JUNDUB AKBARI,,,,,,,,
3114,QUTAYYAH ABDOO,,,,,,,,
3115,RAIHAN SAADE,,,,,,,,
3116,SANAWBAR IMAN,,,,,,,,
3117,DARIM SANI,,,,,,,,
3118,MUGHITH FADEL,,,,,,,,
3119,ABDUL RABB RAYES,,,,,,,,
3120,HISHAM ALI,,,"IKHTIYAR, HISHAM; AL-IKHTIYAR, HISHAM AHMAD; AL IKHTIYAR, HISHAM; AL IKHTEYAR, HISHAM; BAKHTIYAR, HISHAM; ICHTIJAR, HISHAM; BAKHTIAR, HISHAM; ",90,,,"ABU GHAZALA, MUHAMMAD HISHAM MUHAMMAD ISMA'IL; ABU-GHAZALAH, MUHAMMAD HISHAM ISMA'IL; ABU-GHAZALAH, MUHAMMAD HISHAM MUHAMMAD; ABU LAYTH, MANSUR; AL-FILISTINI, ABU LAYTH; ISMA'IL, 'ALI 'ABD AL-RAHMAN; ABU SUWAYWIN, 'ALI 'ABD AL-RAHMAN;  ABU GHAZALA; ABU GHAZALEH.",100
3121,IVE HALL,,,,,,,,
3122,SANAM RAAD,,,,,,,,
3123,ANISAH RASUL,,,,,,,,
3124,TRUMAN MITCHELL,,,,,,,,
3125,ARIF SHAIKH,,,"SHEIKH, QARI MUHAMMAD YAQOOB; SHEIKH, QARI MUHAMMAD YAQUB; YAQOOB, QARI SHAIKH MUHAMMAD; YAQOOB, MOHAMMAD; ",91,,,,
3126,FREDERIGO EVANS,,,,,,,,
3127,UNAYS FAYAD,,,,,,,,
3128,SALAAM KALEEL,,,,,,,,
3129,SUHAIB GHAFFARI,,,,,,,,
3130,RUQAYYAH RASSI,,,,,,,,
3131,FADL HABIBI,,,,,,,,
3132,GARFIELD WILLIAMS,,,,,,,,
3133,FAIZAN AMARA,,,MARA ,100,,,,
3134,WINDSOR-MOUNT JOY MUTUAL INS CO,,,,,,,,
3135,GABRIELLO HILL,,,,,,,,
3136,TREMAYNE THOMAS,,,,,,,,
3137,RIZQ WAHBA,,,,,,,,
3138,JEREMIAS JONES,,,,,,,,
3139,TERRY PATERSON,,,,,,,,
3140,JACKIE WILLIAMS,,,,,,,,
3141,TAMIM MALAK,,,,,,,,
3142,ART DAY,,,JAMAAH ANSHARUT DAULAH; JEMAAH ANSHORUT DAULAH; JAMAAH ANSHARUT DAULAT;  JAD.,86,,,,
3143,REPUBLIC MORTGAGE INS CO OF FL,,,,,,,,
3144,DOMINGO JACKSON,,,,,,,,
3145,DILLON BROWN,,,,,,,,
3146,CYRILLUS JONES,,,,,,,,
3147,KAYSAN WAHEED,,,AYSAN ,100,,,,
3148,ASHAR BAHRI,,,,,,,,
3149,ADBUL-QAWI SULEIMAN,,,,,,,,
3150,HAMZA KASSEM,,,,,,,,
3151,"GRAY INSURANCE COMPANY, THE",,,,,,,,
3152,TY ROBINSON,,,,,,,,
3153,HAMOOD MANSUR,,,,,,,,
3154,NASEEM SOLTANI,,,,,,,,
3155,PADGETT SMITH,,,,,,,,
3156,MURTADAA MOSTAFA,,,,,,,,
3157,NATIONAL VISION ADMINISTRATORS LLC,,,,,,,,
3158,RICCARDO SHARP,,,,,,,,
3159,JIBRIL SHAFI,,,,,,,,
3160,HERBIE WRIGHT,,,,,,,,
3161,NORMAN SMITH,,,,,,,,
3162,RUHI EL-SAYED,,,,,,,,
3163,MULHAM DADA,,,,,,,,
3164,HAYES WILLIAMS,,,,,,,,
3165,HANIF HASEN,,,,,,,,
3166,ATEEFA NADERI,,,,,,,,
3167,MINAL YASIN,,,,,,,,
3168,NAJAM KABIR,,,,,,,,
3169,ABDUL MUSAWWIR RAYES,,,,,,,,
3170,WAHHAJ HAMED,,,,,,,,
3171,X,,,"CECOEX, S.A. ",100,,,BICENTENARIO X ,100
3172,SHAH ABBASI,,,ABBA ,100,,,,
3173,ABDUS SUBBOOH FARRAN,,,,,,,,
3174,AJIB AZZAM,,,,,,,,
3175,NAIL KAMALI,,,,,,,"KAMALI, ALI ",86
3176,CSI LIFE INSURANCE COMPANY,,,TRUST LIFE INSURANCE COMPANY S.A.L.; TRUST LIFE INSURANCE CO SAL; ,92,,,TRUST LIFE INSURANCE COMPANY S.A.L.; TRUST LIFE INSURANCE CO SAL; ,92
3177,PIA SMITH,,,,,,,,
3178,SARA CLARK,,,,,,,,
3179,REINWALD JONES,,,,,,,,
3180,DUKEY JONES,,,,,,,,
3181,SHAFAAT MAHFOUZ,,,,,,,,
3182,HARLAND COOPER,,,,,,,,
3183,PAUL VAN MAZIJK,,,,,"VAN MAZIJK, PAUL ",100,"VAN MAZIJK, PAUL ",100
3184,ABDUR-RAUF SATTER,,,,,,,,
3185,HUSAM AL DIN AYUB,,,,,,,,
3186,FAYSAL GULER,,,,,,,,
3187,ALFONS EDWARDS,,,,,,,,
3188,SHEHRYAAR BASHARA,,,,,,,,
3189,PADGETT WILLIAMS,,,,,,,,
3190,ARLY GARCIA,,,,,,,,
3191,NAQI ELAMIN,,,,,,,,
3192,UMBERTO DAVIES,,,,,,,,
3193,FOUAD KHAWAJA,,,,,,,,
3194,BINYAMIN  RADWAN,,,,,,,,
3195,ASSOCIATED INTERNATIONAL INS CO,,,,,,,U.I. INTERNATIONAL ,87
3196,TASNEEN MAJEED,,,,,,,,
3197,NORTH AMERICAN CO FOR L & H,,,,,,,,
3198,THUMAMAH OMER,,,,,,,,
3199,FAAZ ZAMANI,,,,,,,,
3200,MORTGAGE GUARANTY INS CORP,,,,,,,,
3201,RIORDAN DALY,,,,,,,,
3202,BRONNIE LEE,,,,,,,,
3203,ABT'HI JALALI,,,,,,,,
3204,KEELBY BROWN,,,,,,,,
3205,JOSHUAH COLLINS,,,,,,,,
3206,WERNHER GRAHAM,,,,,,,,
3207,AMBROSI WILLIAMS,,,,,,,,
3208,AARIF YOUSIF,,,,,,,,
3209,NAJAH NASR,,,,,,,,
3210,SAMEEN FARHAT,,,,,,,,
3211,DUKY ROBINSON,,,,,,,,
3212,FIRST AMERICAN TITLE INS CO,,,,,,,,
3213,AMERICAN COMMERCE INS CO,,,,,,,,
3214,TONNIE BROWN,,,,,,,,
3215,MUTI EDRIS,,,,,,,,
3216,HAFIZ ABDUR RAUF,,,"RAUF, HAFIZ ABDUR; RAOUF, HAFIZ ABDUL; RAUF, HAFIZ ABDUL; ",88,,,"RAUF, HAFIZ ABDUR; RAOUF, HAFIZ ABDUL; RAUF, HAFIZ ABDUL; ",100
3217,SAHMIR HARES,,,,,,,,
3218,NINOCENT ZIMURINDA,,,,,"ZIMURINDA, INNOCENT ",94,"ZIMURINDA, INNOCENT ",94
3219,FADL ALLAH BADOUR,,,OURA ,86,,,,
3220,HALIM ATTAR,,,,,,,,
3221,NAWAL ABRAHAM,,,HAMD ,86,,,,
3222,NEALSON DOCHERTY,,,,,,,,
3223,MASH'AL ABDO,,,,,,,,
3224,SHAFI MANSOUR,,,OURA ,86,,,,
3225,NEELOFER FAHS,,,,,,,,
3226,THUMAMAH ABDULLA,,,,,,,,
3227,BARTOLEMO DAVIES,,,,,,,,
3228,DONIA THOMPSON,,,,,,,,
3229,LESLEY HUGHES,,,,,,,,
3230,WILLDON SMITH,,,,,,,,
3231,MONTI JONES,,,,,,,,
3232,BARRY O'BRIEN,,,,,,,,
3233,KHURAYMAH ULLAH,,,,,,,,
3234,SADEED FARAH,,,,,,,,
3235,NEEL SMITH,,,,,,,,
3236,MALIKAH QADIR,,,,,,,,
3237,GHULAM MOHAMMAD,"GHOLAMI, MOHAMMAD ",88,"MAGHAM, MOHAMMAD ",87,"GHOLAMI, MOHAMMAD ",90,"GHOLAMI, MOHAMMAD ",90
3238,UMAYRAH SAADE,,,,,,,,
3239,ALASTER SMITH,,,,,,,,
3240,MAMOON SADRI,,,,,,,,
3241,HUMD LATIF,,,,,,,,
3242,AKHAS ODEH,,,,,,,,
3243,SHAHZOR ZAMANI,,,,,,,,
3244,THUMAMAH HADI,,,,,,,,
3245,QADEER SATTAR,,,,,,,,
3246,MUBALLIGH TAWIL,,,,,,,,
3247,ABDUS-SAMAD AHMADI,,,,,,,,
3248,SHAH HUSAIN,,,,,,,,
3249,ZAK CLARK,,,,,,,,
3250,KEITH DAVIES,,,,,,,,
3251,MUJIBUR AMER,,,,,,,,
3252,ADYAN RIAZ,,,,,,,,
3253,FLORISTS'' MUTUAL INS CO,,,,,,,,
3254,SHURWOOD SMITH,,,,,,,,
3255,SUHAIM NAZAR,,,,,,,,
3256,BASHAAR MIAH,,,,,,,,
3257,TAB POWELL,,,,,,,,
3258,ADOLPH TAYLOR,,,,,,,,
3259,RANCELL SMITH,,,,,,,,
3260,CONN RICHARDS,,,,,,,,
3261,GHAUTH YASSIN,,,,,,,,
3262,AMERICAN REPUBLIC CORP INS CO,,,,,,,,
3263,"JPMORGAN  INSURANCE AGENCY, INC.",,,,,,,,
3264,AMEER AYOOB,,,,,,,,
3265,RODNEY ROBINSON,,,,,,,,
3266,CELTIC INSURANCE COMPANY,MELLAT INSURANCE COMPANY ,88,MELLAT INSURANCE COMPANY ,88,,,MELLAT INSURANCE COMPANY ,88
3267,NABEEL SIDDIQUE,,,,,,,,
3268,BEAU JOHNSON,,,,,,,,
3269,TAJ MAJEED,,,,,,,,
3270,UNITED CONCORDIA LIFE & HEALTH,,,,,,,,
3271,COLUMBIA CASUALTY COMPANY,,,,,,,,
3272,ZAYAN IRANI,,,,,,,,
3273,RGA FINANCIAL GROUP LLC,,,E.K.-ULTRA FINANCIAL GROUP LIMITED ,87,,,,
3274,BARTHOLOMEW THOMPSON,,,,,,,,
3275,LAURICE CLARKE,,,,,,,,
3276,ABDUR-RAQEEB BILAL,,,,,,,,
3277,SUSAN JONES,,,,,,,,
3278,GHUNAYN EID,,,,,,,,
3279,ARMAAN IQBAL,,,,,,,,
3280,SILEAS SMITH,,,,,,,,
3281,CLARK JAMIESON,,,,,,,,
3282,ISMAH NASSER,,,,,,,,
3283,WALI ISHAK,,,,,,,,
3284,HILLARD WATT,,,,,,,,
3285,CHANDRA SMITH,,,,,,,,
3286,DIEGO RODRIGUEZ,,,,,,,,
3287,HOOMAN FAYAD,,,,,,,,
3288,DHAKIR SALEEM,,,,,,,,
3289,MICAH EDWARDS,,,,,,,,
3290,JAYMEE HUNT,,,,,,,,
3291,EMMANUEL JOHNSON,,,,,,,,
3292,WAJDI HASHMI,,,,,,,,
3293,DUHA SADER,,,,,,,,
3294,FAWAZ MOHAMAD RAHALL,,,,,"RAHALL, FAWAZ MOHAMAD ",100,"RAHALL, FAWAZ MOHAMAD ",100
3295,NASHWAN TABET,,,,,,,,
3296,HAWSHAB SALAM,,,,,,,,
3297,KHUDRAH ABOUD,,,,,,,,
3298,TANVEER SIDDIQUI,,,,,,,,
3299,OKHAVARMIANEH BANK,,,KHAVARMIANEH BANK; MIDDLE EAST BANK; ,94,,,,
3300,GENERAL SECURITY INDEMN CO OF AZ,,,,,,,,
3301,SADYE JACKSON,,,,,,,,
3302,SHAUKAT AHSAN,,,,,,,,
3303,ZULFAQAR HARIRI,,,,,,,,
3304,NUR AL DIN JAVID,,,,,,,,
3305,YASIN BEY,,,,,,,,
3306,JASIM. MOGHADDAM,,,,,,,,
3307,WILLOW BROWN,,,,,,,,
3308,STEPHEN MARTIN,,,ARTIN ,100,,,,
3309,ABDUS-SHAHEED TARIQ,,,,,,,,
3310,DANISH FIRMAN,,,,,,,,
3311,ZAYB BALUCH,,,,,,,,
3312,MUQBIL HOSEIN,,,,,,,,
3313,ZACHERIE ROBERTS,,,,,,,,
3314,ABDUL BATIN HAMAD,,,,,,,,
3315,HANNAD RAMIN,,,AMINA ,89,,,,
3316,ANWAR OTHMAN,,,,,,,,
3317,SAFFAR NOUR,,,OURA ,86,,,,
3318,DOREEN WHITE,,,,,,,,
3319,BARNARD JONES,,,,,,,,
3320,QAIM BEN,,,"HAMAMI, BRAHIM BEN HEDILI BEN MOHAMED ",88,,,,
3321,HAJIB KAZI,,,,,,,,
3322,SAKHAWAT RAYES,,,,,,,,
3323,LACEE SMITH,,,,,,,,
3324,NAIMAH HAMED,,,,,,,,
3325,AMGUARD INSURANCE COMPANY,,,,,,,,
3326,TIFFI JONES,,,,,,,,
3327,DONNA SMITH,,,,,,,,
3328,AASHIF SALEM,,,,,,,,
3329,MEMBERHEALTH LLC,,,,,,,,
3330,RAUF AKHTAR,,,,,,,,
3331,KURAYB KHAN,,,,,,,,
3332,FAHAD DAJANI,,,,,,,,
3333,WILLDON BROWN,,,,,,,,
3334,ZANETA SIMPSON,,,,,,,,
3335,CHICAGO TITLE INSURANCE CO,,,,,,,,
3336,UNITED GUARANTY RESIDENTIAL,,,,,,,,
3337,BREWER ROBINSON,,,,,,,,
3338,HUWAIDAH ADEL,,,,,,,,
3339,TRANSAMERICA LIFE INS CO,,,,,,,,
3340,TRIXY TAYLOR,,,,,,,,
3341,ABID AKRAM,,,,,,,,
3342,HI SMITH,,,,,,,,
3343,ZAROON AHMADI,,,,,,,,
3344,JAYE JONES,,,,,,,,
3345,RAFAN NAGI,,,,,,,,
3346,MISTAH BADIE,,,,,,,,
3347,USABLE LIFE,,,,,,,,
3348,MUSTAKIM MASIH,,,,,,,,
3349,ABDUL MUJIB DAJANI,,,,,,,,
3350,FADEELAH SAFI,,,,,,,,
3351,MUTTAQI ALI,,,,,,,,
3352,HUMAYL AHMED,,,,,,,,
3353,GEICO GENERAL INSURANCE CO,,,,,,,,
3354,MUJEEB NAZIR,,,,,,,,
3355,SELMA WILLIAMS,,,,,,,,
3356,MUHTASHIM MOHIUDDIN,,,,,,,,
3357,RAHAT AHMED,,,,,,,,
3358,AMERICAN AUTOMOBILE INS CO,,,,,,,,
3359,TAMAM BURKI,,,,,,,,
3360,ABU AL KHAYR RASUL,,,,,,,,
3361,PODIATRY INSURANCE CO OF AMER,,,,,,,,
3362,MAIRE DAVIES,,,,,,,,
3363,GAIL SMITH,,,,,,,,
3364,LUCI THOMAS,,,,,,,,
3365,ABDUL MUMIN ARAFAT,,,,,,,,
3366,MUQTASID BURKI,,,,,,,,
3367,SHAMS-UL-HAQ AGHA,,,,,,,,
3368,IPS ,,,"MEZA CAZARES, GIPSY; MEZA GASTELLUM, GIPSY; MEZA CAZAREZ, GIPZY; MEZA CAZAREZ, GIPSY; ",100,,,,
3369,MOBEEN MOGHADDAM,,,,,,,,
3370,WESTFIELD INSURANCE CO,,,,,,,,
3371,SAADAH ISHMAEL,,,,,,,,
3372,SAUNCHO BROWN,,,,,,,,
3373,"ODEN INSURANCE SRVS, INC.",,,,,,,,
3374,WALIY AL DIN ALLEE,,,,,,,,
3375,ROBINIA WARD,,,,,,,,
3376,SAIRAH ABED,,,,,,,,
3377,AYSER FAHMY,,,,,,,,
3378,GRIFFIN WHITE,,,,,,,,
3379,MUJADDID SALAH,,,,,,,,
3380,SHAUKAT DALLAL,,,,,,,,
3381,FEDERATED SERVICE INS CO,,,,,,,,
3382,HELOISE JONES,,,,,,,,
3383,MANNIE THOMAS,,,,,,,,
3384,NOMAN YOUSUF,,,,,,,,
3385,ROMEO CLARK,,,,,,,,
3386,ETHYL JONES,,,,,,,,
3387,GULZAR MOMIN,,,,,,,,
3388,IGNACIUS JONES,,,,,,,,
3389,LENARD WILSON,,,,,,,,
3390,LINNIE SMITH,,,,,,,,
3391,WOOD GONZALEZ,,,"FREGOSO GONZALEZ, MARCO ANTONIO ",85,,,,
3392,RAKHSHAN ABOOD,,,,,,,,
3393,YVES JONES,,,,,,,,
3394,RA'ID SAADEH,,,,,,,,
3395,CENTRAL SECURITY LIFE INS CO,,,,,,,,
3396,MARK SMITH,,,,,,,,
3397,FREDEK JENKINS,,,,,,,,
3398,HUNTLEY LEE,,,,,,,,
3399,MICHAEL WOODS,,,,,,,,
3400,"CUMBERLAND INSURANCE CO, INC.",,,,,,,,
3401,MATTHIAS JONES,,,,,,,,
3402,MORITZ BROOKS,,,,,,,,
3403,RASEEM ASHRAF,,,,,,,,
3404,MIKAIL MOLLA,,,,,,,,
3405,SHABAB JALIL,,,,,,,,
3406,NORTHLAND CASUALTY CO,,,,,,,,
3407,CARROLL SHAW,,,,,,,,
3408,SAMUEL EVANS,,,,,,,,
3409,ALDO HARRIS,,,,,,,,
3410,AMMAR MALAK,,,,,,,,
3411,LIVA GIBSON,,,,,,,,
3412,FAAKHIR SARAH,,,,,,,,
3413,SIDDIQ KABA,,,,,,,,
3414,SHOAIB SAAB,,,,,,,,
3415,FAKHIR MAJID,,,,,,,,
3416,SHAWQI HABIB,,,,,,,,
3417,JEFFERSON INSURANCE CO,,,,,,,,
3418,QAYS SHAM,,,HAMD ,86,,,,
3419,ZIRAM SYED,,,,,,,,
3420,BRANT JONES,,,,,,,,
3421,SADIT AMMAR,,,,,,,,
3422,YUSRI POPAL,,,,,,,,
3423,PAYTON THOMPSON,,,,,,,,
3424,TAWOOS SHABAN,,,,,,,,
3425,M S CONSTRUCTORES LTDA.,,,,,,,,
3426,KIFAYAT HUSSEIN,,,,,,,,
3427,ISHRAT RAHIM,,,,,,,,
3428,RAWAHAH MOWAD,,,,,,,,
3429,KILIAN JOHNSON,,,,,,,,
3430,KIEL BAKER,,,,,,,,
3431,TIMMY WILLIAMS,,,,,,,,
3432,AKHTAR SAAH,,,,,,,,
3433,OSBERT SMITH,,,,,,,,
3434,ARFAN BARI,,,,,,,,
3435,RAEES ASSAD,,,,,,,,
3436,ARMAAN AZZI,,,,,,,,
3437,FARID DIB,,,,,,,,
3438,ALTAF SHAHIDI,,,,,,,,
3439,MEAD WILSON,,,,,,,,
3440,UNIONAMERICA INS CO LTD,,,,,,,,
3441,LABLAB YOUNAN,,,,,,,,
3442,RIZQ RAHMAN,,,,,,,,
3443,SKIPPIE SMITH,,,,,,,,
3444,TAWFIQ DIAB,,,,,,,,
3445,SHAHBAZ GHATTAS,,,SHAHRAZ ,86,,,,
3446,CLAUDIA SMITH,,,,,,,,
3447,"ENERGETOCIS VAGO, S.A. DE C.V.","ENERGETICOS VAGO, S.A. DE C.V. ",93,"ENERGETICOS VAGO, S.A. DE C.V. ",93,"ENERGETICOS VAGO, S.A. DE C.V. ",93,"ENERGETICOS VAGO, S.A. DE C.V. ",93
3448,ABDUL-WAHHAB FARIS,,,ARIES ,89,,,,
3449,HAFIZ NAGI,,,,,,,,
3450,MOEMEN WALI,,,,,,,,
3451,DURRAH RAHMAN,,,,,,,,
3452,THARYA AHMED,,,,,,,,
3453,HURIYAH BAHRI,,,,,,,,
3454,VINCENT HUDSON,,,,,,,,
3455,MAHBUB AZAD,,,,,,,,
3456,AKHFASH HOSSEINI,,,,,,,,
3457,KHAFID SABER,,,,,,,,
3458,MORTEZA TAMADDON,,,,,"TAMADDON, MORTEZA ",100,"TAMADDON, MORTEZA ",100
3459,OPTIMUM RE INSURANCE CO,,,,,,,,
3460,AZAAN ADEL,,,,,,,,
3461,MARTIN THOMAS,,,ARTIN ,100,,,,
3462,DUDLEY JONES,,,,,,,,
3463,BROK TORRES,,,,,,,,
